,Speaker,Text
15267,Leonard,I don’t know what you’re talking about.
15268,Penny,You’re kidding right? We’re not just gonna get drunk and go on rides?
15269,Sheldon,I said funny.
15270,Leonard,They sell out incredibly fast but as long as one of us gets in we can buy passes…
15271,Leonard,We came to apologize.
15272,Penny,Gosh he’s kind of a sore loser isn’t he?
15274,Penny,Oh son of a bitch.
15275,Leonard,Well it’s not really a great time. Penny and I have some things we need to talk about.
15276,Sheldon,That’s my girl. What on earth? What is going on?
15277,Sheldon,Here we have a highly gifted researcher in the field of particle physics whose work has brought him to the precipice of forever changing mankind’s understanding of the universe. AKA me. And here we have a waitress brushing her teeth with her finger. AKA you.
15278,Sheldon,Hamburgers and lemonade.
15279,Sheldon,You sound surprised. Mmm hou zi shui zai li du. 
15280,Leonard,No.
15281,Sheldon,We tried. His assistant said he was on sabbatical. Although we distinctly heard his office window open and shut.
15282,Leonard,Yeah just nice and easy right over the plate.
15283,Sheldon,Uh I’m in Kingman Arizona and uh I need you to come pick me up.
15284,Raj,I’m listening.
15285,Leonard,Who’s Frank and Alicia?
15286,Penny,Okay does everyone remember the rules? If he’s shirtless one sip. Posing with a pet two sips. Pet and shirtless chug like it’s your job. And pull.
15287,Penny,Hi. I’m sorry to bother you guys but you’ve got to come take your Sheldon back.
15288,Leonard,Not like a date a date.
15289,Sheldon,I think what most upsets me about it Mother is the hypocrisy. Doesn’t this contradict all the religious rules you’ve been espousing your whole life?
15290,Leonard,Buddy wh do you realize that that also means 699999 people don’t die?
15291,Leonard,I guess he just hates fun.
15292,Sheldon,Come on. Click the mouse with me.
15293,Penny,Sit over there.
15294,Sheldon,Sheldon Cooper does not cry.
15295,Howard,Come on come on you haven’t even heard it yet. Leonard give me a beat.
15296,Leonard,Oh yeah. But doesn’t that fix the problem you’ve been having?
15297,Leonard,Yeah okay sure no problem why don’t we just figure out where we’re going and when we want to get there and then rate of speed equals distance over time. Solve for R.
15298,Penny,You want an acting lesson?
15299,Sheldon,Well now do you see the problem?
15300,Penny,True dat?
15301,Leonard,I’m… uh… in a… I’m in a radiation suit. What’s up?
15302,Leonard,Actually to this day she’s never really said it.
15303,Howard,Yeah bye.
15304,Howard,Yeah you…
15305,Leonard,Hey ready for lunch?
15306,Sheldon,I was going to get my mail.
15307,Leonard,Very hard.
15308,Leonard,I got all your favourites. Beer wings sliders. We can watch the football game. I even painted my stomach.
15309,Penny,Something got you down there Sheldon?
15310,Penny,You guys look like you’re having fun.
15311,Sheldon,Oh in that case I’d like to be partnered with my good friend Howard.
15312,Raj,Thank you.
15313,Leonard,Howard do you want to double-check the equatorial mount on the laser? We need it locked onto the Sea of Tranquility.
15314,Penny,Yeah for future reference that’s a while.
15315,Sheldon,Oh dear Lord shush.
15316,Sheldon,Why would I see her again? I already have a dentist. 
15317,Sheldon,Tell her about the uranium. Tell her about the uranium.
15318,Sheldon,You want to go to pottery barn first?
15319,Sheldon,Ah. Yeah I had to get a little creative because the S R and M keys on my laptop stopped working.
15320,Penny,Fine. You?
15321,Raj,Well you start off by trying to make chocolate souffle and when it falls you panic quickly change the name and voila! Lava cake.
15322,Sheldon,You know I don’t just say smart things about science. I also yodel. 
15323,Penny,Where’d you get that from?
15324,Raj,No Sheldon’s right. Emily did say I always talk about my feelings too much.
15325,Howard,Well if that’s the case Penny will have to get satellite TV and maybe once a week run a vacuum through this place.
15326,Leonard,It’ll be fine. People have kids every day. You’ll figure this out.
15327,Leonard,I wasn’t staring!
15328,Penny,Two Weeks to Rock Hard Abs.
15329,Leonard,That was fast.
15330,Sheldon,Is that your son?
15331,Sheldon,Hmm no. One slip of the hand and suddenly I’m sitting in the Engineering Department building doodads with Wolowitz.
15332,Leonard,It’s great. I love it.
15333,Leonard,Oh. Like Jaws 4 Indiana Jones 4 Daredevil 1.
15334,Sheldon,Yes.
15335,Raj,Wait what happened to us?
15336,Sheldon,Leonard I don’t see how I could have made it any simpler.
15337,Leonard,You know I do have a way to get him out of our hair. I’ve been holding onto this for a few years but maybe now’s the time.
15338,Penny,That is the least sexy thing anyone’s ever said to me.
15339,Penny,What is that about?
15340,Raj,Well you’re very pretty. That could be intimidating to another woman.
15341,Penny,Oh right sorry.
15342,Sheldon,So you agree with my friends that I should skip the premiere?
15343,Howard,You know Adam West is my favourite Batman? Well after Michael Keaton Christian Bale and Batman from The Lego Movie.
15344,Raj,Oh well I was going to spend the night with my special little lady but uh she got worms and then I had to take her to the vet.
15345,Leonard,Yes.
15346,Sheldon,Well Howard what about you?
15347,Leonard,Look I get it this is still my room we haven’t really made it yours.
15349,Howard,Oh I’m gonna do a pre-cry before I go in there. Really dry myself out.
15350,Howard,Now can we have cookies and Hawaiian Punch?
15351,Penny,Sheldon would you like to come in?
15352,Raj,I know. Powerful stuff huh?
15353,Sheldon,Well I believe I’ve done it. And I’m only saying believe to sound modest because sweet Sam Houston I did it.
15354,Leonard,No.
15355,Leonard,Uh Sheldon?
15356,Sheldon,Well now don’t get defensive. You’re oddly-shaped but you got the girl.
15357,Leonard,What choice did the university have? He snapped. It happens to theoretical physicists all the time.
15358,Raj,He’s always been very cagey about what he puts in his egg salad to make it so tasty.
15359,Sheldon,Penny did you ever wonder how Starfleet captains…
15360,Penny,Hey! Look at Leonard in his fancy-ass grownup clothes. Way to go Priya. For once he doesn’t look like a mannequin in the boys’ department. Hey did he tell you I saved the silk shirt?
15361,Penny,Really?
15362,Sheldon,Perhaps. But they might ask me something else.
15363,Sheldon,Adversity is to be expected. Continue.
15364,Penny,What?
15365,Leonard,We can’t ask Leslie Winkle.
15366,Penny,What’s going on?
15367,Sheldon,There’s one more zero. You forgot the time parameter.
15368,Penny,Come on Sheldon. There are plenty of smart people who don’t have mental problems.
15369,Sheldon,This is Stan Lee’s front door. We were on Stan Lee’s curb then we were on Stan Lee’s walk and now we’re at Stan Lee’s front door.
15370,Leonard,The Fifth Annual East Rutherford New Jersey Gay Lesbian Bisexual and Transgender Alliance Luau.
15371,Sheldon,Interesting fact in Italian the morta in mortadella means death.
15372,Raj,Sheldon we’re really sorry.
15373,Leonard,I’m not afraid of him.
15374,Howard,What do you mean?
15375,Sheldon,Well what can we do to cheer you up?
15376,Leonard,The Newcomb medal.
15377,Raj,Oh uh come in come in. Oh I uh I didn’t think I was going to get to see you until tomorrow.
15378,Leonard,That’s Penny’s ex-boyfriend.
15379,Sheldon,Nope. 
15380,Leonard,Um I guarantee you’ll be the prettiest girl there.
15381,Sheldon,I’m not quite sure. It involves a part of the human experience that has always eluded me.
15382,Sheldon,I feel so betrayed. You know all my life I thought Uncle Sam was a friendly uncle who brought you presents. Turns out he’s the other kind.
15383,Leonard,Sheldon I’m sorry I didn’t tell you about the surgery but you were worried about nothing.
15384,Sheldon,None of you will get it. It’s Eisenhower.
15385,Leonard,It’s not about money.
15386,Sheldon,Uh peace out!
15387,Leonard,No he’s crazy. Sometimes crazy looks like sad so it’ll suck you back in.
15388,Howard,Amy told me you were concerned that I might be too passive and shy. Let me ask you something. Would a passive guy barge in here to look you in the eye and say hey dew-kissed flower what’s up?
15389,Leonard,No she’s real.
15390,Penny,That was supposed to be for the whole floor.
15391,Raj,Oh boy.
15392,Sheldon,Her reasoning is unassailable. It is one o’clock.
15393,Howard,Uh she’s seeing me.
15394,Leonard,Well you don’t go into science for the money.
15395,Howard,Then let go of the ring and go.
15396,Penny,Yes.
15397,Sheldon,No I’m not all right. It’s been six days since I was supposed to get a haircut and nothing horrible has happened.
15398,Leonard,I can’t believe he’s friends with Elizabeth Plimpton.
15399,Penny,No sorry.
15400,Raj,Leonard and Howard don’t have a flat. They went to the movies. Look.
15401,Penny,No that won’t work.
15402,Raj,Well here’s your key back.
15403,Leonard,You are a dirty girl.
15404,Raj,The Fantastic Four reunited.
15405,Sheldon,Ooh. Bad move.
15406,Howard,Do you like living with her?
15407,Penny,Hi.
15408,Sheldon,Oh. Fair enough.
15409,Sheldon,I was not myself. I had lost a lot of thumb blood.
15410,Raj,Dude if I was wearing a bra I’d throw it at your head right now.
15411,Raj,Well I can’t eat like a ten-year-old all the time.
15412,Penny,Sweetie I know you think jokes like that are funny but do you really think you could handle making out with both of us?
15413,Sheldon,Dibs.
15414,Sheldon,Hmm. Living or dead?
15415,Raj,Can I squirt the ultrasound jelly on your stomach?
15416,Sheldon,This package came while you were at work.
15417,Howard,Anyway I was hoping I could uh pick your brains a little. I’m supposed to take Lucy out Friday and I need a killer first date.
15418,Leonard,Just ask another one.
15419,Sheldon,He’s in my spot. Leonard make him stop being naked in my spot.
15420,Leonard,Uh Professor Hawking if you just give us one second we’ll light the candles and we can all sing together.
15421,Howard,How come on Star Trek everybody’s private parts are the same. No alien lady ever told Captain Kirk hey get your thing out of my nose.
15422,Leonard,You uh moving into the apartment on the fifth floor?
15423,Leonard,Okay we’ll take ’em. But I swear if it’s Will Smith in Shark Tale 2 it better be at least as good as the original.
